Date,WJ,CITIC,GY,EB,SH,BJ,ID(XY),CS,NJ,HZ,JS,WX,Merchants,MS,HX,PD,BOC,HS,CRCB,BANKCOMM,JY,NB,PSBC,ICBC,ABC,CCB,PA
2012/10/10,,2.755197,,1.899872,,2.260827,5.874342,,1.737437,,,,7.336592,2.941299,3.14198,3.516604,1.85707,,1.754742,3.337372,,4.543506,,3.027601,1.924443,3.576677,4.254202
2012/10/11,,2.74773,,1.899872,,2.251081,5.874342,,1.728354,,,,7.329414,2.951602,3.130489,3.502424,1.907261,,1.85893,3.45415,,4.508861,,3.15671,1.974106,3.68743,4.231794
2012/10/12,,2.762664,,1.906961,,2.25758,5.922854,,1.751064,,,,7.44442,2.977355,3.153479,3.521329,1.926083,,1.902799,3.503319,,4.533606,,3.201898,1.998937,3.752579,4.254202
2012/10/15,,2.74773,,1.899872,,2.231594,5.908301,,1.744254,,,,7.408453,2.977355,3.118991,3.502424,1.932356,,1.886348,3.53405,,4.528657,,3.188987,1.998937,3.772124,4.193384
2012/10/16,,2.762664,,1.906961,,2.254333,5.961657,,1.782863,,,,7.408453,3.003109,3.199457,3.526054,1.926083,,1.891831,3.515611,,4.543506,,3.150254,1.974106,3.700459,4.231794
2012/10/17,,2.77013,,1.91405,,2.254333,5.985916,,1.782863,,,,7.44442,3.013413,3.207118,3.568595,1.932356,,1.968601,3.53405,,4.543506,,3.208354,2.011353,3.765609,4.276603
2012/10/18,,2.79253,,1.928228,,2.277066,6.044126,,1.791946,,,,7.537816,3.070076,3.241605,3.601681,1.944904,,2.045372,3.56478,,4.56331,,3.259997,2.042392,3.778639,4.324625
2012/10/19,,2.79253,,1.928228,,2.267327,6.029573,,1.787402,,,,7.50185,3.090682,3.233944,3.582776,1.951178,,2.061822,3.577073,,4.523708,,3.292274,2.042392,3.778639,4.388829
2012/10/22,,2.799997,,1.935318,,2.286813,6.102336,,1.791946,,,,7.552175,3.137042,3.268424,3.615861,1.976274,,2.001503,3.607804,,4.553411,,3.337463,2.07964,3.824242,4.401902
2012/10/24,,2.762664,,1.928228,,2.264073,6.005315,,1.764691,,,,7.516281,3.070076,3.230107,3.587501,1.957452,,2.001503,3.626243,,4.434624,,3.305185,2.073432,3.804698,4.343083
2012/10/25,,2.755197,,1.928228,,2.251081,5.976209,,1.760153,,,,7.451598,3.075224,3.214786,3.559139,1.976274,,1.985052,3.607804,,4.399979,,3.324552,2.042392,3.778639,4.316935
2012/10/26,,2.673064,,1.899872,,2.212101,5.913154,,1.726082,,,,7.386917,3.080379,3.172637,3.526054,1.97,,1.95215,3.527903,,4.345531,,3.285819,2.011353,3.739549,4.225436
2012/10/29,,2.673064,,1.892783,,2.202361,5.913154,,1.712455,,,,7.271933,3.106133,3.180298,3.530785,1.988821,,1.996019,3.515611,,4.380183,,3.305185,2.073432,3.772124,4.228707
2012/10/30,,2.68053,,1.892783,,2.215354,5.937406,,1.716999,,,,7.23601,3.070076,3.191796,3.535509,1.957452,,1.957634,3.472588,,4.439572,,3.247087,2.054808,3.720005,4.277723
2012/10/31,,2.673064,,1.892783,,2.228347,6.015021,,1.721543,,,,7.243188,3.100978,3.203287,3.54969,2.001369,,1.996019,3.40498,,4.429674,,3.311641,2.085847,3.804698,4.300601
2012/11/1,,2.717864,,1.928228,,2.270573,6.136286,,1.755609,,,,7.401274,3.106133,3.264594,3.611137,2.013917,,1.979568,3.460296,,4.489064,,3.356829,2.110679,3.837273,4.372493
2012/11/2,,2.74773,,1.935318,,2.325793,6.175098,,1.780591,,,,7.451598,3.14219,3.352728,3.630041,2.039012,,2.006986,3.472588,,4.543506,,3.389106,2.147927,3.869847,4.421509
2012/11/5,,2.74773,,1.878605,,2.361526,6.213902,,1.77378,,,,7.487494,3.167945,3.360389,3.653672,2.020191,,2.028921,3.460296,,4.518759,,3.343918,2.116887,3.843788,4.447657
2012/11/6,,2.72533,,1.864427,,2.361526,6.165391,,1.766964,,,,7.458777,3.167945,3.337399,3.630041,2.026465,,2.045372,3.448003,,4.489064,,3.324552,2.147927,3.856817,4.437853
2012/11/7,,2.732797,,1.864427,,2.348532,6.155694,,1.760153,,,,7.429989,3.1731,3.325902,3.634767,2.039012,,2.017954,3.503319,,4.518759,,3.363284,2.13551,3.902422,4.428051
2012/11/8,,2.68053,,1.83607,,2.306306,6.068377,,1.726082,,,,7.31505,3.14219,3.260764,3.56387,1.988821,,1.974085,3.392687,,4.39503,,3.279363,2.098264,3.778639,4.372493
2012/11/9,,2.673064,,1.843159,,2.303053,6.102336,,1.714727,,,,7.336592,3.147338,3.256934,3.559139,1.976274,,1.913766,3.355811,,4.414827,,3.266453,2.067224,3.739549,4.385567
2012/11/12,,2.72533,,1.850249,,2.351779,6.204203,,1.746526,,,,7.372561,3.209157,3.314409,3.606405,1.976274,,1.930217,3.361957,,4.498963,,3.259997,2.067224,3.752579,4.450928
2012/11/13,,2.70293,,1.83607,,2.329039,6.078077,,1.716999,,,,7.228817,3.162796,3.237775,3.540234,1.93863,,1.864413,3.288203,,4.414827,,3.201898,2.029977,3.68743,4.385567
2012/11/14,,2.70293,,1.843159,,2.332293,6.116888,,1.728354,,,,7.243188,3.167945,3.260764,3.544958,1.995095,,1.913766,3.368103,,4.429674,,3.29873,2.092055,3.804698,4.372493
2012/11/15,,2.665597,,1.821892,,2.293313,6.039273,,1.712455,,,,7.20008,3.157641,3.199457,3.507149,1.951178,,1.886348,3.275911,,4.370285,,3.234176,2.042392,3.700459,4.297329
2012/11/16,,2.650664,,1.814803,,2.283567,5.981062,,1.716999,,,,7.156964,3.137042,3.180298,3.478788,1.97,,1.85893,3.282057,,4.380183,,3.240631,2.0486,3.706975,4.280993
2012/11/19,,2.65813,,1.821892,,2.283567,6.005315,,1.728354,,,,7.12822,3.137042,3.203287,3.483519,1.976274,,1.85893,3.32508,,4.409878,,3.266453,2.0486,3.713489,4.277723
2012/11/20,,2.673064,,1.821892,,2.277066,5.96651,,1.705644,,,,7.063551,3.126739,3.191796,3.474063,1.963726,,1.815061,3.306642,,4.399979,,3.266453,2.042392,3.680916,4.274452
2012/11/21,,2.717864,,1.83607,,2.351779,6.063524,,1.744254,,,,7.135406,3.147338,3.249266,3.530785,1.995095,,1.864413,3.40498,,4.489064,,3.324552,2.07964,3.804698,4.333281
2012/11/22,,2.710397,,1.828981,,2.338786,6.015021,,1.737437,,,,7.113847,3.157641,3.226277,3.516604,1.995095,,1.886348,3.429565,,4.45937,,3.356829,2.07964,3.830758,4.297329
2012/11/23,,2.732797,,1.843159,,2.364772,6.09263,,1.748798,,,,7.207265,3.14219,3.295251,3.54969,2.026465,,1.930217,3.466442,,4.489064,,3.382651,2.104471,3.869847,4.333281
2012/11/26,,2.710397,,1.83607,,2.355026,6.09263,,1.751064,,,,7.178522,3.162796,3.276092,3.530785,2.026465,,1.924733,3.423419,,4.439572,,3.369739,2.098264,3.856817,4.290797
2012/11/27,,2.687997,,1.83607,,2.358279,6.102336,,1.748798,,,,7.164149,3.204001,3.276092,3.526054,2.020191,,1.902799,3.423419,,4.385132,,3.369739,2.110679,3.843788,4.307132
2012/11/28,,2.68053,,1.83607,,2.342032,6.102336,,1.728354,,,,7.164149,3.229762,3.245435,3.516604,2.007643,,1.891831,3.361957,,4.370285,,3.324552,2.07964,3.778639,4.277723
2012/11/29,,2.68053,,1.828981,,2.332293,6.09263,,1.72381,,,,7.171335,3.224608,3.226277,3.502424,2.032739,,1.930217,3.423419,,4.345531,,3.350373,2.092055,3.850302,4.163347
2012/11/30,,2.710397,,1.828981,,2.338786,6.141139,,1.726082,,,,7.20008,3.240058,3.230107,3.526054,2.05156,,1.95215,3.491027,,4.315836,,3.376195,2.110679,3.869847,4.182953
2012/12/3,,2.687997,,1.814803,,2.303053,6.048972,,1.680662,,,,7.121032,3.188551,3.096002,3.474063,2.013917,,1.913766,3.411126,,4.033727,,3.324552,2.073432,3.817728,4.104519
2012/12/4,,2.732797,,1.821892,,2.342032,6.160546,,1.692017,,,,7.171335,3.234911,3.126652,3.511873,2.032739,,1.908282,3.417273,,4.093117,,3.337463,2.07964,3.824242,4.150272
2012/12/5,,2.807463,,1.871516,,2.436238,6.538908,,1.760153,,,,7.480314,3.379139,3.283753,3.724574,2.070382,,1.957634,3.53405,,4.365335,,3.421383,2.129303,3.95454,4.375764
2012/12/6,,2.81493,,1.857337,,2.546677,6.601966,,1.780591,,,,7.50903,3.394597,3.329731,3.729299,2.070382,,1.913766,3.540196,,4.399979,,3.414928,2.129303,3.96757,4.414977
2012/12/7,,2.867197,,1.906961,,2.595403,6.829959,,1.832828,,,,7.760578,3.528522,3.490663,3.904182,2.070382,,1.941183,3.527903,,4.548462,,3.427839,2.147927,3.95454,4.58164
2012/12/10,,2.889596,,1.921139,,2.614896,6.878462,,1.875982,,,,7.882689,3.616095,3.505992,3.937268,2.095477,,2.023438,3.53405,,4.612801,,3.473027,2.185174,3.987115,4.67968
2012/12/11,,2.867197,,1.928228,,2.644129,6.810553,,1.900964,,,,7.89712,3.554284,3.509821,3.913638,2.101751,,2.017954,3.515611,,4.553411,,3.479482,2.191381,3.99363,4.611048
2012/12/12,,2.88213,,1.942406,,2.663615,6.868764,,1.930485,,,,7.940192,3.61094,3.544308,3.97036,2.145669,,2.056339,3.558634,,4.652394,,3.537581,2.296916,4.071809,4.653532
2012/12/13,,2.844797,,1.921139,,2.644129,6.757196,,1.885065,,,,7.810829,3.54913,3.494493,3.918363,2.145669,,2.067306,3.53405,,4.593004,,3.531126,2.303123,4.058779,4.594712
2012/12/14,,3.03893,,2.048743,,2.878006,7.373225,,2.073568,,,,8.40725,3.847896,3.774208,4.206692,2.170764,,2.16601,3.595511,,4.998851,,3.537581,2.358994,4.091353,4.960718
2012/12/17,,3.091196,,2.048743,,2.891,7.421757,,2.10764,,,,8.414429,3.863347,3.766547,4.287043,2.177038,,2.171494,3.552489,,5.023596,,3.550492,2.315539,4.065294,4.973794
2012/12/18,,3.098663,,2.07001,,2.968959,7.436309,,2.103095,,,,8.515078,3.87365,3.781876,4.320128,2.189585,,2.193428,3.577073,,4.979054,,3.58277,2.334163,4.078324,4.983596
2012/12/19,,3.08373,,2.07001,,2.942972,7.445987,,2.087201,,,,8.536613,3.868502,3.766547,4.277587,2.183312,,2.303099,3.607804,,4.984003,,3.608591,2.37141,4.117414,4.960718
2012/12/20,,3.06133,,2.055832,,2.926732,7.392653,,2.082657,,,,8.622832,3.82729,3.72823,4.282311,2.170764,,2.253747,3.570927,,4.939461,,3.615046,2.383826,4.078324,4.937842
2012/12/21,,2.99413,,2.013297,,2.913739,7.392653,,2.059947,,,,8.550971,3.775782,3.678414,4.239777,2.139395,,2.231813,3.491027,,4.924606,,3.537581,2.340371,4.000145,4.859417
2012/12/24,,3.01653,,2.041654,,2.923486,7.494521,,2.064485,,,,8.809696,3.811839,3.724399,4.296492,2.15816527,,2.253659787,3.540063469,,4.934512,,3.576209598,2.37749405,4.058620957,4.875752
2012/12/27,,3.08373,,2.084188,,2.891,7.790444,,2.032693,,,,9.061174,3.935462,3.831685,4.438291,2.158216,,2.253747,3.540196,,5.06319,,3.576314,2.377618,4.058779,5.05876
2012/12/28,,3.12853,,2.112545,,2.926732,7.931091,,2.055403,,,,9.312652,3.966371,3.881493,4.532823,2.170764,,2.297616,3.558634,,5.11763,,3.569858,2.377618,4.065294,5.097973
2012/12/31,,3.203196,,2.162168,,3.020931,8.096046,,2.089468,,,,9.880354,4.048789,3.965796,4.688801,2.245848887,,2.423238498,3.736394506,,5.276011,,3.679305391,2.445678884,4.188743699,5.235226
2013/1/4,,3.225596,,2.176346,,3.020931,8.144505,,2.064485,,,,9.722277,4.110607,3.958128,4.736067,2.271146,,2.467606,3.749166,,5.22157,,3.7377,2.452113,4.234681,5.225423
2013/1/7,,3.262929,,2.169257,,3.069658,8.421002,,2.121267,,,,9.772529,4.285744,4.004107,4.877865,2.271146,,2.495024,3.749166,,5.211672,,3.711878,2.445905,4.228166,5.326725
2013/1/8,,3.180797,,2.133811,,2.985199,8.256123,,2.07584,,,,9.765348,4.218778,3.915981,4.783334,2.227229,,2.47309,3.681558,,5.17208,,3.640868,2.396241,4.156503,5.228693
2013/1/9,,3.158396,,2.14799,,2.946219,8.144505,,2.06903,,,,9.700741,4.213623,3.870002,4.79279,2.252325,,2.445672,3.736873,,5.082987,,3.673145,2.452113,4.189076,5.18294
2013/1/10,,3.158396,,2.14799,,2.955966,8.115401,,2.06903,,,,9.729455,4.187869,3.881493,4.745523,2.289968,,2.401803,3.755312,,5.097834,,3.711878,2.476944,4.241197,5.18621
2013/1/11,,3.053863,,2.091277,,2.85852,7.897112,,2.012249,,,,9.542588,4.126057,3.816356,4.641535,2.289968,,2.357935,3.749166,,4.984003,,3.718333,2.464528,4.208622,5.078366
2013/1/14,,3.188263,,2.176346,,3.037177,8.377344,,2.098557,,,,9.945038,4.404218,4.007944,4.892047,2.321337,,2.434705,3.841358,,5.22157,,3.75061,2.495568,4.247711,5.584896
2013/1/15,,3.21813,,2.162168,,3.040424,8.391897,,2.09174,,,,9.909071,4.429974,4.030934,4.882597,2.327611,,2.560827,3.878235,,5.206723,,3.782888,2.501776,4.260741,5.75483
2013/1/16,,3.19573,,2.133811,,2.955966,8.236695,,2.059947,,,,9.715098,4.399064,3.950468,4.783334,2.302516,,2.571794,3.829066,,5.132486,,3.757066,2.452113,4.254226,5.823452
2013/1/17,,3.165863,,2.119634,,2.933225,8.265799,,2.089468,,,,9.499516,4.352704,3.969627,4.740799,2.308789,,2.582762,3.810627,,5.11763,,3.769977,2.433489,4.254226,5.797313
2013/1/18,,3.300263,,2.155079,,2.978705,8.396773,,2.143977,,,,9.607271,4.522693,4.042425,4.802245,2.365254,,2.747268,3.890528,,5.22652,,3.834531,2.48936,4.319375,5.990115
2013/1/21,,3.389863,,2.176346,,3.001445,8.750908,,2.153059,,,,9.750992,4.641168,4.130558,4.915683,2.352707,,2.686949,3.908966,,5.350257,,3.80871,2.520399,4.31286,6.437826
2013/1/22,,3.494395,,2.282682,,3.069658,8.77026,,2.221196,,,,10.05997,4.574209,4.268494,4.953493,2.35898,,2.774687,3.933551,,5.681858,,3.853898,2.563854,4.345434,6.692727
2013/1/23,,3.583996,,2.353573,,3.180103,8.901234,,2.234823,,,,10.05997,4.739042,4.291483,5.010215,2.371528,,2.714367,3.921259,,5.686807,,3.834531,2.582478,4.35195,6.552203
2013/1/24,,3.613863,,2.367751,,3.131377,8.92066,,2.234823,,,,9.822852,4.790551,4.211024,5.014939,2.371528,,2.708883,3.908966,,5.914484,,3.834531,2.613517,4.35195,6.35613
2013/1/25,,3.621329,,2.37484,,3.189842,8.891556,,2.262078,,,,9.67913,4.806009,4.230183,5.038576,2.35898,,2.659532,3.927405,,5.840238,,3.815165,2.619725,4.345434,6.258089
2013/1/28,,3.755729,,2.466998,,3.336021,9.570648,,2.359735,,,,10.189333,5.15113,4.394945,5.284356,2.377802,,2.648564,3.988866,,6.186695,,3.840986,2.613517,4.371494,6.885528
2013/1/29,,3.793063,,2.474087,,3.349015,9.7356,,2.362007,,,,10.491134,5.285063,4.467743,5.341078,2.377802,,2.582762,3.995013,,6.157001,,3.757066,2.582478,4.332405,6.98684
2013/1/30,,3.763196,,2.45282,,3.293795,9.653159,,2.32567,,,,10.333055,5.336571,4.421765,5.312716,2.39035,,2.599212,4.019598,,6.082756,,3.776432,2.60731,4.35195,6.970495
2013/1/31,,3.755729,,2.466998,,3.300288,9.662838,,2.323398,,,,10.275552,5.310817,4.463912,5.426154,2.396624,,2.527926,4.044182,,6.067908,,3.769977,2.619725,4.358464,6.895341
2013/2/1,,3.912529,,2.537889,,3.394487,10.016971,,2.39835,,,,10.620497,5.784721,4.586526,5.648304,2.446815,,2.637597,4.068767,,6.21639,,3.789343,2.700428,4.358464,7.329969
2013/2/4,,3.875196,,2.60169,,3.378247,10.012095,,2.39835,,,,10.469597,5.939253,4.632504,5.705027,2.47191,,2.654048,4.050328,,6.087705,,3.802254,2.719051,4.345434,7.192715
2013/2/5,,3.770663,,2.587513,,3.313281,9.861697,,2.357468,,,,10.347412,6.031973,4.55587,5.610494,2.377802,,2.577278,3.915113,,5.914484,,3.692511,2.613517,4.234681,7.117552
2013/2/6,,3.793063,,2.672581,,3.303535,10.007221,,2.350652,,,,10.325876,6.026825,4.674653,5.67194,2.377802,,2.604695,3.933551,,5.899636,,3.686056,2.619725,4.241197,7.1437
2013/2/7,,3.673595,,2.587513,,3.183349,9.604627,,2.289332,,,,10.160619,5.666247,4.486901,5.402524,2.365254,,2.505991,3.810627,,5.746205,,3.634413,2.539023,4.189076,6.813636
2013/2/8,,3.673595,,2.537889,,3.180103,9.507634,,2.30977,,,,10.088758,5.418987,4.52905,5.359983,2.346433,,2.467606,3.786042,,5.835289,,3.634413,2.545231,4.182562,6.780954
2013/2/18,,3.643729,,2.502444,,3.196342,9.556094,,2.282521,,,,10.024076,5.36748,4.402606,5.322173,2.39035,,2.538893,3.82292,,5.835289,,3.686056,2.601102,4.241197,6.82998
2013/2/19,,3.591463,,2.459909,,3.180103,9.488208,,2.327942,,,,9.937859,5.429291,4.348959,5.246545,2.333885,,2.478573,3.773751,,5.840238,,3.615046,2.551439,4.163018,6.800561
2013/2/20,,3.539196,,2.438642,,3.12813,9.274796,,2.289332,,,,9.945038,5.352029,4.272331,5.109472,2.384076,,2.456639,3.816774,,5.741256,,3.660234,2.601102,4.234681,6.633898
2013/2/21,,3.39733,,2.325217,,3.017685,8.746031,,2.191675,,,,9.614449,5.032656,4.084573,4.8306,2.327611,,2.325033,3.724581,,5.464087,,3.58277,2.520399,4.130443,6.405147
2013/2/22,,3.382396,,2.325217,,3.037177,8.551974,,2.187131,,,,9.391688,4.893574,4.061584,4.79279,2.289968,,2.31955,3.687705,,5.365103,,3.544037,2.483152,4.097868,6.248286
2013/2/25,,3.457063,,2.346484,,3.020931,8.75571,,2.200758,,,,9.370152,4.945091,4.142049,4.877865,2.289968,,2.352451,3.718436,,5.50368,,3.563403,2.483152,4.117414,6.539128
2013/2/26,,3.449596,,2.332306,,2.998191,8.862452,,2.198486,,,,9.133034,4.975992,4.107562,4.882597,2.239777,,2.297616,3.650828,,5.454189,,3.492393,2.427281,4.01969,6.813636
2013/2/27,,3.44213,,2.360662,,3.020931,9.177731,,2.24164,,,,9.226431,5.063564,4.138219,4.910952,2.227229,,2.314066,3.644681,,5.563078,,3.485938,2.427281,4.026204,6.869192
2013/2/28,,3.546663,,2.431553,,3.13787,9.638607,,2.316586,,,,9.557018,5.336571,4.306812,5.227633,2.296242,,2.385353,3.773751,,5.790746,,3.59568,2.483152,4.169533,7.516238
2013/3/1,,3.524262,,2.417375,,3.098891,9.779256,,2.282521,,,,9.391688,5.24385,4.283822,5.279632,2.239777,,2.357935,3.712289,,5.706611,,3.563403,2.464528,4.130443,7.535853
2013/3/4,,3.322663,,2.282682,,2.903992,8.896431,,2.148521,,,,8.816877,4.888426,4.027104,4.910952,2.195859,,2.281164,3.589365,,5.365103,,3.485938,2.402449,4.032719,7.107748
2013/3/5,,3.494395,,2.389018,,3.08265,9.779256,,2.259805,,,,9.600091,5.254154,4.237844,5.232365,2.220955,,2.297616,3.626243,,5.691756,,3.466571,2.414865,4.045749,7.820164
2013/3/6,,3.494395,,2.410285,,3.092398,9.973313,,2.26435,,,,9.664774,5.434446,4.249341,5.25127,2.27742,,2.346968,3.656973,,5.671959,,3.550492,2.470736,4.130443,7.924735
2013/3/7,,3.39733,,2.332306,,2.981952,9.667711,,2.184859,,,,9.420476,5.352029,4.103732,5.085842,2.27742,,2.346968,3.650828,,5.553179,,3.52467,2.439697,4.104383,7.758073
2013/3/8,,3.39733,,2.332306,,2.994945,9.560969,,2.205297,,,,9.578555,5.439594,4.142049,5.062206,2.327611,,2.39632,3.724581,,5.548231,,3.589224,2.476944,4.195592,7.470493
2013/3/11,,3.39733,,2.303949,,2.998191,9.260242,,2.189403,,,,9.427655,5.264456,4.092241,4.948768,2.308789,,2.429221,3.712289,,5.473986,,3.58277,2.464528,4.195592,7.395329
2013/3/12,,3.35253,,2.282682,,2.965712,8.9983,,2.11445,,,,9.269577,5.017204,3.946638,4.863685,2.296242,,2.390836,3.650828,,5.295808,,3.544037,2.421073,4.149988,7.097945
2013/3/13,,3.315196,,2.247237,,2.965712,8.988549,,2.09174,,,,9.104319,5.03781,3.950468,4.84478,2.233503,,2.303099,3.570927,,5.290859,,3.466571,2.37141,4.039234,7.218863
2013/3/14,,3.337595,,2.254326,,2.975459,8.993423,,2.094012,,,,9.104319,5.079016,3.973458,4.939313,2.252325,,2.357935,3.601658,,5.280961,,3.505304,2.377618,4.091353,7.08161
2013/3/15,,3.419729,,2.289771,,3.007938,9.075863,,2.10764,,,,9.032458,5.145982,3.988786,4.967673,2.227229,,2.286649,3.644681,,5.271062,,3.492393,2.358994,4.084839,7.254804
2013/3/18,,3.389863,,2.247237,,2.942972,8.973996,,2.050858,,,,8.967775,5.176891,3.992616,4.953493,2.189585,,2.248264,3.56478,,5.211672,,3.402017,2.309331,3.99363,6.977036
2013/3/19,,3.501863,,2.268504,,2.975459,9.158377,,2.080385,,,,9.053994,5.310817,4.057754,5.033845,2.177038,,2.171494,3.53405,,5.350257,,3.356829,2.303123,3.94151,7.026052
2013/3/20,,3.852796,,2.410285,,3.102143,9.740474,,2.171232,,,,9.442012,5.666247,4.283822,5.289081,2.227229,,2.330517,3.650828,,5.587824,,3.447205,2.352786,4.045749,7.548919
2013/3/21,,4.031996,,2.389018,,3.08265,9.7356,,2.178048,,,,9.434834,5.635338,4.257003,5.246545,2.214681,,2.308583,3.626243,,5.558129,,3.447205,2.365202,4.045749,7.503174
2013/3/22,,3.994662,,2.396107,,3.108637,9.813236,,2.196214,,,,9.434834,5.614731,4.287652,5.227633,2.202133,,2.25923,3.620096,,5.71156,,3.434294,2.340371,4.01969,7.52605
2013/3/25,,3.964795,,2.37484,,3.105391,9.725923,,2.193942,,,,9.327079,5.666247,4.241674,5.218184,2.233503,,2.352451,3.693851,,5.662062,,3.479482,2.365202,4.110898,7.437813
2013/3/26,,3.934929,,2.332306,,3.024184,9.493082,,2.137166,,,,9.118678,5.408692,4.103732,5.057481,2.227229,,2.341484,3.675411,,5.513587,,3.492393,2.346578,4.143473,7.235198
2013/3/27,,3.934929,,2.325217,,3.040424,9.633732,,2.157604,,,,9.17618,5.434446,4.14588,5.085842,2.271146,,2.363419,3.718436,,5.686807,,3.518214,2.358994,4.169533,7.238469
2013/3/28,,3.57653,,2.21888,,2.845527,8.668394,,2.023604,,,,8.716228,4.955386,3.889161,4.736067,2.258598,,2.275681,3.570927,,5.271062,,3.51176,2.309331,4.130443,6.542399
2013/4/2,,3.345063,,2.21888,,2.83578,8.173612,,2.050858,,,,9.025279,4.960541,3.950468,4.740799,2.239777,,2.193428,3.552489,,5.236418,,3.466571,2.265876,4.123928,6.679653
2013/4/3,,3.262929,,2.21888,,2.85202,8.319136,,2.053131,,,,9.190536,4.986296,3.984949,4.75498,2.233503,,2.220846,3.56478,,5.271062,,3.447205,2.234836,4.104383,6.682924
2013/4/8,,3.203196,,2.204702,,2.806547,8.37254,,2.048592,,,,9.061174,4.939935,3.93131,4.688801,2.170764,,2.160527,3.472588,,5.320562,,3.337463,2.185174,3.987115,6.51299
2013/4/9,,3.21813,,2.197613,,2.803293,8.425877,,2.032693,,,,9.046816,4.996598,3.923648,4.745523,2.202133,,2.187944,3.497173,,5.315605,,3.376195,2.197589,4.000145,6.516252
2013/4/10,,3.203196,,2.176346,,2.793554,8.37254,,2.025876,,,,8.938989,4.96569,3.885331,4.726618,2.208407,,2.226329,3.552489,,5.251266,,3.376195,2.172758,4.032719,6.339786
2013/4/11,,3.225596,,2.169257,,2.793554,8.561725,,2.025876,,,,8.903095,4.970844,3.896822,4.736067,2.208407,,2.215362,3.595511,,5.22652,,3.395561,2.191381,4.039234,6.343056
2013/4/12,,3.19573,,2.140901,,2.806547,8.576278,,2.021337,,,,8.824057,4.945091,3.904489,4.698257,2.220955,,2.226329,3.583219,,5.177028,,3.389106,2.185174,4.039234,6.176394
2013/4/15,,3.17333,,2.155079,,2.787054,8.527744,,2.025876,,,,8.80252,4.970844,3.892992,4.646267,2.183312,,2.220846,3.540196,,5.17208,,3.337463,2.154134,3.980601,6.065278
2013/4/16,,3.203196,,2.155079,,2.787054,8.387094,,2.053131,,,,8.87438,4.903878,3.896822,4.603725,2.189585,,2.220846,3.56478,,5.191876,,3.324552,2.160342,3.974086,6.127368
2013/4/17,,3.17333,,2.133811,,2.725335,8.241571,,2.037231,,,,8.737838,4.764798,3.858504,4.532823,2.16449,,2.209878,3.521757,,5.073088,,3.279363,2.110679,3.934996,6.042402
2013/4/18,,3.210663,,2.140901,,2.722088,8.34824,,2.050858,,,,8.737838,4.816305,3.900652,4.551728,2.145669,,2.215362,3.515611,,5.12258,,3.266453,2.110679,3.921966,6.241754
2013/4/19,,3.337595,,2.204702,,2.848773,8.823669,,2.130349,,,,9.068353,5.207794,4.065421,4.79279,2.208407,,2.24278,3.61395,,5.310656,,3.395561,2.191381,4.065294,6.614293
2013/4/22,,3.292796,,2.204702,,2.842273,9.007976,,2.118994,,,,9.046816,5.274759,4.061584,4.8306,2.195859,,2.275681,3.583219,,5.276011,,3.389106,2.191381,4.052264,6.611022
2013/4/23,,3.165863,,2.126723,,2.744828,8.838221,,2.034964,,,,8.72348,5.027507,3.885331,4.650991,2.158216,,2.220846,3.546342,,5.078037,,3.363284,2.141719,4.000145,6.235211
2013/4/24,,3.233063,,2.155079,,2.790301,9.022528,,2.057675,,,,8.838413,5.218097,3.977288,4.740799,2.202133,,2.237297,3.632389,,5.162181,,3.408472,2.210005,4.084839,6.339786
2013/4/25,,3.210663,,2.126723,,2.796801,8.843024,,2.037231,,,,8.78091,5.115073,3.904489,4.684076,2.214681,,2.264714,3.706143,,5.048342,,3.466571,2.25346,4.123928,6.153516
2013/4/26,,3.188263,,2.126723,,2.855266,8.809116,,2.057675,,,,8.730659,5.058409,4.011775,4.669897,2.246051,,2.303099,3.736873,,5.038444,,3.492393,2.290708,4.156503,6.111032
2013/5/2,,3.158396,,2.162168,,2.868259,8.833346,,2.087201,,,,8.694693,5.15113,4.057754,4.641535,2.271146,,2.297616,3.74302,,5.013698,,3.498848,2.296916,4.215137,6.179656
2013/5/3,,3.210663,,2.204702,,2.920232,9.032205,,2.121267,,,,8.87438,5.269611,4.134389,4.731343,2.289968,,2.308583,3.724581,,5.11763,,3.505304,2.309331,4.208622,6.447629
2013/5/6,,3.300263,,2.240148,,2.939726,9.100164,,2.139438,,,,9.003671,5.29021,4.157378,4.788065,2.315063,,2.357935,3.761458,,5.191876,,3.550492,2.334163,4.247711,6.637169
2013/5/7,,3.270396,,2.22597,,2.894253,8.973996,,2.121267,,,,8.974956,5.331422,4.099901,4.75498,2.333885,,2.357935,3.810627,,5.16713,,3.58277,2.352786,4.27377,6.617563
2013/5/8,,3.28533,,2.22597,,2.926732,8.935213,,2.130349,,,,8.982135,5.341726,4.096071,4.750247,2.365254,,2.352451,3.841358,,5.177028,,3.615046,2.383826,4.2868,6.660047
2013/5/9,,3.255463,,2.204702,,2.887753,8.838221,,2.109911,,,,8.85995,5.331422,4.034764,4.712438,2.377802,,2.346968,3.829066,,5.112681,,3.608591,2.377618,4.280285,6.57835
2013/5/10,,3.28533,,2.22597,,2.913739,8.857574,,2.132622,,,,9.16175,5.336571,4.065421,4.740799,2.396624,,2.401803,3.847505,,5.152282,,3.640868,2.402449,4.325891,6.597956
2013/5/13,,3.270396,,2.211791,,2.894253,8.707248,,2.123539,,,,9.47798,5.300513,4.057754,4.736067,2.346433,,2.379869,3.79219,,5.087935,,3.589224,2.358994,4.221652,6.509719
