Dateline,网上支付,,移动支付,,ATM机,,POS机,,中国银行业IT投资规模,,fintech_mktcap_adjusted,Fintech Index
2015/1/5,401.53,,7.61,,61.49,,1593.5,,742.9734177,,0.053139147,
2015/1/6,405.1264286,0.008916937,8.1845,0.07277895,61.6807,0.003096518,1594.367857,0.000544475,743.3468354,0.000502473,0.053138455,0.027431462
2015/1/7,408.7228571,0.008838128,8.759,0.067839622,61.8714,0.003086959,1595.235714,0.000544179,743.7202532,0.00050222,0.053137763,0.02642666
2015/1/8,412.3192857,0.008760699,9.3335,0.063528335,62.0621,0.003077459,1596.103571,0.000543883,744.0936709,0.000501968,0.053137072,0.025547749
2015/1/9,415.9157143,0.008684615,9.908,0.059732433,62.2528,0.003068018,1596.971429,0.000543587,744.4670886,0.000501716,0.05313638,0.024772189
2015/1/12,419.5121429,0.008609842,10.4825,0.056364688,62.4435,0.003058634,1597.839286,0.000543292,744.8405063,0.000501465,0.053135688,0.024082529
2015/1/13,423.1085714,0.008536345,11.057,0.053356511,62.6342,0.003049307,1598.707143,0.000542997,745.2139241,0.000501214,0.053134997,0.023465044
2015/1/14,426.705,0.008464092,11.6315,0.050653223,62.8249,0.003040037,1599.575,0.000542702,745.5873418,0.000500962,0.053134305,0.02290879
2015/1/15,430.3014286,0.008393052,12.206,0.048210699,63.0156,0.003030823,1600.442857,0.000542408,745.9607595,0.000500712,0.053133614,0.022404938
2015/1/16,433.8978571,0.008323194,12.7805,0.045992938,63.2063,0.003021665,1601.310714,0.000542114,746.3341772,0.000500461,0.053132922,0.021946281
2015/1/19,437.4942857,0.00825449,13.355,0.043970275,63.397,0.003012562,1602.178571,0.00054182,746.7075949,0.000500211,0.053132231,0.02152688
2015/1/20,441.0907143,0.008186911,13.9295,0.042118047,63.5877,0.003003514,1603.046429,0.000541527,747.0810127,0.000499961,0.05313154,0.021141796
2015/1/21,444.6871429,0.00812043,14.504,0.04041558,63.7784,0.00299452,1603.914286,0.000541233,747.4544304,0.000499711,0.053130848,0.020786889
2015/1/22,448.2835714,0.008055019,15.0785,0.038845415,63.9691,0.002985579,1604.782143,0.000540941,747.8278481,0.000499461,0.053130157,0.020458662
2015/1/23,451.88,0.007990654,15.653,0.037392704,64.1598,0.002976692,1605.65,0.000540648,748.2012658,0.000499212,0.053129466,0.020154141
2015/1/26,455.4764286,0.007927309,16.2275,0.036044742,64.3505,0.002967858,1606.517857,0.000540356,748.5746835,0.000498963,0.053128775,0.019870779
2015/1/27,459.0728571,0.007864961,16.802,0.034790593,64.5412,0.002959076,1607.385714,0.000540064,748.9481013,0.000498714,0.053128084,0.019606384
2015/1/28,462.6692857,0.007803586,17.3765,0.033620792,64.7319,0.002950345,1608.253571,0.000539773,749.321519,0.000498465,0.053127393,0.019359059
2015/1/29,466.2657143,0.007743161,17.951,0.032527105,64.9226,0.002941666,1609.121429,0.000539482,749.6949367,0.000498217,0.053126702,0.019127152
2015/1/30,469.8621429,0.007683665,18.5255,0.031502338,65.1133,0.002933038,1609.989286,0.000539191,750.0683544,0.000497969,0.053126011,0.018909219
2015/2/2,473.4585714,0.007625076,19.1,0.030540174,65.304,0.002924461,1610.857143,0.0005389,750.4417722,0.000497721,0.053125321,0.018703994
2015/2/3,477.055,0.007567374,19.6745,0.029635046,65.4947,0.002915933,1611.725,0.00053861,750.8151899,0.000497473,0.05312463,0.018510359
2015/2/4,480.6514286,0.007510538,20.249,0.028782029,65.6854,0.002907455,1612.592857,0.00053832,751.1886076,0.000497226,0.053123939,0.018327324
2015/2/5,484.2478571,0.00745455,20.8235,0.027976747,65.8761,0.002899026,1613.460714,0.00053803,751.5620253,0.000496979,0.053123249,0.018154011
2015/2/6,487.8442857,0.007399391,21.398,0.027215303,66.0668,0.002890646,1614.328571,0.000537741,751.935443,0.000496732,0.053122558,0.017989636
2015/2/9,491.4407143,0.007345042,21.9725,0.026494212,66.2575,0.002882315,1615.196429,0.000537452,752.3088608,0.000496485,0.053121868,0.017833498
2015/2/10,495.0371429,0.007291486,22.547,0.025810348,66.4482,0.002874031,1616.064286,0.000537163,752.6822785,0.000496239,0.053121177,0.017684969
2015/2/11,498.6335714,0.007238704,23.1215,0.025160901,66.6389,0.002865794,1616.932143,0.000536875,753.0556962,0.000495993,0.053120487,0.017543484
2015/2/12,502.23,0.007186682,23.696,0.024543337,66.8296,0.002857605,1617.8,0.000536587,753.4291139,0.000495747,0.053119797,0.017408532
2015/2/13,505.8264286,0.007135402,24.2705,0.023955364,67.0203,0.002849462,1618.667857,0.000536299,753.8025316,0.000495501,0.053119106,0.017279651
2015/2/16,509.4228571,0.007084848,24.845,0.023394904,67.211,0.002841366,1619.535714,0.000536011,754.1759494,0.000495256,0.053118416,0.017156423
2015/2/17,513.0192857,0.007035006,25.4195,0.022860071,67.4017,0.002833316,1620.403571,0.000535724,754.5493671,0.000495011,0.053117726,0.017038467
2015/2/25,516.6157143,0.00698586,25.994,0.022349146,67.5924,0.002825311,1621.271429,0.000535437,754.9227848,0.000494766,0.053117036,0.016925437
2015/2/26,520.2121429,0.006937397,26.5685,0.021860561,67.7831,0.002817351,1622.139286,0.000535151,755.2962025,0.000494521,0.053116346,0.016817015
2015/2/27,523.8085714,0.0068896,27.143,0.021392883,67.9738,0.002809435,1623.007143,0.000534865,755.6696203,0.000494277,0.053115656,0.016712913
2015/3/2,527.405,0.006842458,27.7175,0.020944796,68.1645,0.002801565,1623.875,0.000534579,756.043038,0.000494033,0.053114966,0.016612865
2015/3/3,531.0014286,0.006795957,28.292,0.020515097,68.3552,0.002793738,1624.742857,0.000534293,756.4164557,0.000493789,0.053114276,0.016516627
2015/3/4,534.5978571,0.006750084,28.8665,0.020102674,68.5459,0.002785955,1625.610714,0.000534008,756.7898734,0.000493545,0.053113587,0.016423974
2015/3/5,538.1942857,0.006704825,29.441,0.019706507,68.7366,0.002778215,1626.478571,0.000533723,757.1632911,0.000493302,0.053112897,0.0163347
2015/3/6,541.7907143,0.00666017,30.0155,0.019325654,68.9273,0.002770517,1627.346429,0.000533438,757.5367089,0.000493058,0.053112207,0.016248614
2015/3/9,545.3871429,0.006616105,30.59,0.018959243,69.118,0.002762863,1628.214286,0.000533154,757.9101266,0.000492815,0.053111518,0.016165538
2015/3/10,548.9835714,0.00657262,31.1645,0.018606468,69.3087,0.002755251,1629.082143,0.00053287,758.2835443,0.000492573,0.053110828,0.01608531
2015/3/11,552.58,0.006529703,31.739,0.018266582,69.4994,0.00274768,1629.95,0.000532586,758.656962,0.00049233,0.053110139,0.016007777
2015/3/12,556.1764286,0.006487342,32.3135,0.017938891,69.6901,0.002740151,1630.817857,0.000532302,759.0303797,0.000492088,0.053109449,0.015932799
2015/3/13,559.7728571,0.006445528,32.888,0.01762275,69.8808,0.002732663,1631.685714,0.000532019,759.4037975,0.000491846,0.05310876,0.015860245
2015/3/16,563.3692857,0.006404249,33.4625,0.017317559,70.0715,0.002725216,1632.553571,0.000531736,759.7772152,0.000491604,0.05310807,0.015789992
2015/3/17,566.9657143,0.006363495,34.037,0.017022759,70.2622,0.002717809,1633.421429,0.000531454,760.1506329,0.000491362,0.053107381,0.015721926
2015/3/18,570.5621429,0.006323257,34.6115,0.016737829,70.4529,0.002710443,1634.289286,0.000531171,760.5240506,0.000491121,0.053106692,0.015655941
2015/3/19,574.1585714,0.006283525,35.186,0.016462279,70.6436,0.002703116,1635.157143,0.000530889,760.8974684,0.00049088,0.053106003,0.015591938
2015/3/20,577.755,0.006244288,35.7605,0.016195656,70.8343,0.002695829,1636.025,0.000530608,761.2708861,0.000490639,0.053105314,0.015529823
2015/3/23,581.3514286,0.006205539,36.335,0.015937532,71.025,0.002688581,1636.892857,0.000530326,761.6443038,0.000490399,0.053104625,0.01546951
2015/3/24,584.9478571,0.006167268,36.9095,0.015687506,71.2157,0.002681372,1637.760714,0.000530045,762.0177215,0.000490158,0.053103936,0.015410915
2015/3/25,588.5442857,0.006129466,37.484,0.015445205,71.4064,0.002674201,1638.628571,0.000529764,762.3911392,0.000489918,0.053103247,0.015353964
2015/3/26,592.1407143,0.006092124,38.0585,0.015210274,71.5971,0.002667069,1639.496429,0.000529484,762.764557,0.000489678,0.053102558,0.015298582
2015/3/27,595.7371429,0.006055235,38.633,0.014982384,71.7878,0.002659975,1640.364286,0.000529204,763.1379747,0.000489439,0.053101869,0.015244703
2015/3/30,599.3335714,0.006018789,39.2075,0.014761222,71.9785,0.002652918,1641.232143,0.000528924,763.5113924,0.000489199,0.053101181,0.015192262
2015/3/31,602.93,0.00598278,39.78,0.014496218,72.17,0.002656984,1642.1,0.000528644,763.8848101,0.00048896,0.053099803,0.015132115
2015/4/1,600.5797,-0.003905748,39.56016949,-0.005541482,72.32728814,0.00217704,1647.269492,0.003143153,764.2582278,0.000488721,0.053568476,0.009454013
2015/4/2,598.2294,-0.003921063,39.34033898,-0.005572361,72.48457627,0.002172311,1652.438983,0.003133305,764.6316456,0.000488482,0.053568926,0.009443358
2015/4/8,595.8791,-0.003936498,39.12050847,-0.005603587,72.64186441,0.002167602,1657.608475,0.003123518,765.0050633,0.000488244,0.053569375,0.009432619
2015/4/9,593.5288,-0.003952056,38.90067797,-0.005635164,72.79915254,0.002162914,1662.777966,0.003113792,765.378481,0.000488005,0.053569824,0.009421793
2015/4/10,591.1785,-0.003967736,38.68084746,-0.005667099,72.95644068,0.002158246,1667.947458,0.003104126,765.7518987,0.000487767,0.053570273,0.009410878
2015/4/13,588.8282,-0.003983542,38.46101695,-0.005699398,73.11372881,0.002153598,1673.116949,0.00309452,766.1253165,0.00048753,0.053570723,0.009399874
2015/4/14,586.4779,-0.003999474,38.24118644,-0.005732068,73.27101695,0.00214897,1678.286441,0.003084974,766.4987342,0.000487292,0.053571172,0.009388779
2015/4/15,584.1276,-0.004015534,38.02135593,-0.005765114,73.42830508,0.002144362,1683.455932,0.003075486,766.8721519,0.000487055,0.053571621,0.00937759
2015/4/16,581.7773,-0.004031724,37.80152542,-0.005798543,73.58559322,0.002139773,1688.625424,0.003066056,767.2455696,0.000486818,0.05357207,0.009366307
2015/4/17,579.427,-0.004048044,37.58169492,-0.005832362,73.74288136,0.002135204,1693.794915,0.003056684,767.6189873,0.000486581,0.053572519,0.009354927
2015/4/20,577.0767,-0.004064498,37.36186441,-0.005866579,73.90016949,0.002130655,1698.964407,0.003047369,767.9924051,0.000486344,0.053572968,0.00934345
2015/4/21,574.7264,-0.004081085,37.1420339,-0.005901198,74.05745763,0.002126125,1704.133898,0.003038111,768.3658228,0.000486108,0.053573417,0.009331872
2015/4/22,572.3761,-0.004097809,36.92220339,-0.005936229,74.21474576,0.002121614,1709.30339,0.003028909,768.7392405,0.000485871,0.053573866,0.009320192
2015/4/23,570.0258,-0.00411467,36.70237288,-0.005971679,74.3720339,0.002117122,1714.472881,0.003019762,769.1126582,0.000485635,0.053574315,0.009308409
2015/4/24,567.6755,-0.00413167,36.48254237,-0.006007554,74.52932203,0.00211265,1719.642373,0.003010671,769.4860759,0.0004854,0.053574764,0.00929652
2015/4/27,565.3252,-0.004148812,36.26271186,-0.006043863,74.68661017,0.002108196,1724.811864,0.003001634,769.8594937,0.000485164,0.053575213,0.009284523
2015/4/28,562.9749,-0.004166096,36.04288136,-0.006080614,74.84389831,0.002103761,1729.981356,0.002992651,770.2329114,0.000484929,0.053575661,0.009272417
2015/4/29,560.6246,-0.004183525,35.82305085,-0.006117814,75.00118644,0.002099344,1735.150847,0.002983722,770.6063291,0.000484694,0.05357611,0.0092602
2015/4/30,558.2743,-0.004201101,35.60322034,-0.006155472,75.15847458,0.002094946,1740.320339,0.002974846,770.9797468,0.000484459,0.053576559,0.009247868
2015/5/4,555.924,-0.004218824,35.38338983,-0.006193597,75.31576271,0.002090566,1745.489831,0.002966022,771.3531646,0.000484225,0.053577007,0.009235421
2015/5/5,553.5737,-0.004236698,35.16355932,-0.006232196,75.47305085,0.002086205,1750.659322,0.002957251,771.7265823,0.00048399,0.053577456,0.009222856
2015/5/6,551.2234,-0.004254724,34.94372881,-0.00627128,75.63033898,0.002081862,1755.828814,0.002948531,772.1,0.000483756,0.053577905,0.009210171
2015/5/7,548.8731,-0.004272904,34.72389831,-0.006310858,75.78762712,0.002077537,1760.998305,0.002939863,772.4734177,0.000483522,0.053578353,0.009197363
2015/5/8,546.5228,-0.00429124,34.5040678,-0.006350938,75.94491525,0.00207323,1766.167797,0.002931246,772.8468354,0.000483288,0.053578802,0.00918443
2015/5/11,544.1725,-0.004309735,34.28423729,-0.00639153,76.10220339,0.00206894,1771.337288,0.002922679,773.2202532,0.000483055,0.05357925,0.00917137
2015/5/12,541.8222,-0.004328389,34.06440678,-0.006432645,76.25949153,0.002064668,1776.50678,0.002914161,773.5936709,0.000482822,0.053579699,0.00915818
2015/5/13,539.4719,-0.004347205,33.84457627,-0.006474292,76.41677966,0.002060414,1781.676271,0.002905694,773.9670886,0.000482589,0.053580147,0.009144859
2015/5/14,537.1216,-0.004366186,33.62474576,-0.006516481,76.5740678,0.002056178,1786.845763,0.002897275,774.3405063,0.000482356,0.053580596,0.009131402
2015/5/15,534.7713,-0.004385333,33.40491525,-0.006559224,76.73135593,0.002051959,1792.015254,0.002888905,774.7139241,0.000482123,0.053581044,0.009117808
2015/5/18,532.421,-0.004404649,33.18508475,-0.006602532,76.88864407,0.002047757,1797.184746,0.002880583,775.0873418,0.000481891,0.053581492,0.009104074
2015/5/19,530.0707,-0.004424136,32.96525424,-0.006646415,77.0459322,0.002043572,1802.354237,0.00287231,775.4607595,0.000481659,0.05358194,0.009090198
2015/5/20,527.7204,-0.004443796,32.74542373,-0.006690886,77.20322034,0.002039404,1807.523729,0.002864083,775.8341772,0.000481427,0.053582389,0.009076176
2015/5/21,525.3701,-0.004463631,32.52559322,-0.006735956,77.36050847,0.002035254,1812.69322,0.002855903,776.2075949,0.000481195,0.053582837,0.009062005
2015/5/22,523.0198,-0.004483645,32.30576271,-0.006781637,77.51779661,0.00203112,1817.862712,0.00284777,776.5810127,0.000480964,0.053583285,0.009047683
2015/5/26,520.6695,-0.004503838,32.0859322,-0.006827941,77.67508475,0.002027003,1823.032203,0.002839684,776.9544304,0.000480733,0.053583733,0.009033206
2015/5/27,518.3192,-0.004524215,31.86610169,-0.006874883,77.83237288,0.002022902,1828.201695,0.002831643,777.3278481,0.000480502,0.053584181,0.009018572
2015/5/28,515.9689,-0.004544776,31.64627119,-0.006922474,77.98966102,0.002018818,1833.371186,0.002823647,777.7012658,0.000480271,0.053584629,0.009003776
2015/5/29,513.6186,-0.004565526,31.42644068,-0.006970729,78.14694915,0.002014751,1838.540678,0.002815697,778.0746835,0.00048004,0.053585077,0.008988817
2015/6/1,511.2683,-0.004586465,31.20661017,-0.007019662,78.30423729,0.0020107,1843.710169,0.002807791,778.4481013,0.00047981,0.053585525,0.008973691
2015/6/2,508.918,-0.004607598,30.98677966,-0.007069286,78.46152542,0.002006665,1848.879661,0.002799929,778.821519,0.00047958,0.053585973,0.008958393
2015/6/3,506.5677,-0.004628926,30.76694915,-0.007119617,78.61881356,0.002002646,1854.049153,0.002792111,779.1949367,0.00047935,0.053586421,0.008942921
2015/6/4,504.2174,-0.004650453,30.54711864,-0.007170669,78.77610169,0.001998644,1859.218644,0.002784337,779.5683544,0.000479121,0.053586869,0.008927272
2015/6/5,501.8671,-0.004672181,30.32728814,-0.007222459,78.93338983,0.001994657,1864.388136,0.002776606,779.9417722,0.000478891,0.053587317,0.00891144
2015/6/8,499.5168,-0.004694112,30.10745763,-0.007275003,79.09067797,0.001990686,1869.557627,0.002768918,780.3151899,0.000478662,0.053587765,0.008895423
2015/6/9,497.1665,-0.004716251,29.88762712,-0.007328317,79.2479661,0.001986732,1874.727119,0.002761272,780.6886076,0.000478433,0.053588212,0.008879216
2015/6/10,494.8162,-0.0047386,29.66779661,-0.007382418,79.40525424,0.001982792,1879.89661,0.002753669,781.0620253,0.000478204,0.05358866,0.008862815
2015/6/11,492.4659,-0.004761161,29.4479661,-0.007437323,79.56254237,0.001978869,1885.066102,0.002746107,781.435443,0.000477975,0.053589108,0.008846217
2015/6/12,490.1156,-0.004783938,29.22813559,-0.007493052,79.71983051,0.00197496,1890.235593,0.002738586,781.8088608,0.000477747,0.053589555,0.008829417
2015/6/15,487.7653,-0.004806934,29.00830508,-0.007549622,79.87711864,0.001971068,1895.405085,0.002731107,782.1822785,0.000477519,0.053590003,0.008812411
2015/6/16,485.415,-0.004830152,28.78847458,-0.007607052,80.03440678,0.00196719,1900.574576,0.002723668,782.5556962,0.000477291,0.053590451,0.008795193
2015/6/17,483.0647,-0.004853596,28.56864407,-0.007665364,80.19169492,0.001963328,1905.744068,0.00271627,782.9291139,0.000477063,0.053590898,0.00877776
2015/6/18,480.7144,-0.004877268,28.34881356,-0.007724576,80.34898305,0.001959481,1910.913559,0.002708912,783.3025316,0.000476836,0.053591346,0.008760107
2015/6/19,478.3641,-0.004901173,28.12898305,-0.007784709,80.50627119,0.001955649,1916.083051,0.002701594,783.6759494,0.000476609,0.053591793,0.008742228
2015/6/23,476.0138,-0.004925313,27.90915254,-0.007845787,80.66355932,0.001951832,1921.252542,0.002694315,784.0493671,0.000476382,0.05359224,0.008724119
2015/6/24,473.6635,-0.004949691,27.68932203,-0.00790783,80.82084746,0.001948029,1926.422034,0.002687075,784.4227848,0.000476155,0.053592688,0.008705775
2015/6/25,471.3132,-0.004974313,27.46949153,-0.007970863,80.97813559,0.001944242,1931.591525,0.002679874,784.7962025,0.000475928,0.053593135,0.008687189
2015/6/26,468.9629,-0.00499918,27.24966102,-0.008034908,81.13542373,0.001940469,1936.761017,0.002672711,785.1696203,0.000475702,0.053593583,0.008668357
2015/6/29,466.6126,-0.005024298,27.02983051,-0.008099992,81.29271186,0.001936711,1941.930508,0.002665587,785.543038,0.000475476,0.05359403,0.008649273
2015/6/30,464.26,-0.005054623,26.81,-0.008166138,81.45,0.001932967,1794.6,-0.07890043,785.9164557,0.00047525,0.053594924,0.000473136
2015/7/2,463.7527,-0.001093304,26.67064516,-0.005211424,81.49241935,0.000520667,1797.740323,0.001748344,786.2898734,0.000475024,0.053674981,0.009795956
2015/7/3,463.2454,-0.001094501,26.53129032,-0.005238725,81.53483871,0.000520396,1800.880645,0.001745293,786.6632911,0.000474798,0.053675056,0.009789895
2015/7/6,462.7381,-0.0010957,26.39193548,-0.005266314,81.57725806,0.000520125,1804.020968,0.001742252,787.0367089,0.000474573,0.053675131,0.009783776
2015/7/7,462.2308,-0.001096902,26.25258065,-0.005294195,81.61967742,0.000519855,1807.16129,0.001739222,787.4101266,0.000474348,0.053675206,0.009777599
2015/7/8,461.7235,-0.001098106,26.11322581,-0.005322373,81.66209677,0.000519585,1810.301613,0.001736202,787.7835443,0.000474123,0.053675281,0.009771364
2015/7/9,461.2162,-0.001099314,25.97387097,-0.005350852,81.70451613,0.000519315,1813.441935,0.001733193,788.156962,0.000473898,0.053675356,0.009765069
2015/7/10,460.7089,-0.001100523,25.83451613,-0.005379638,81.74693548,0.000519045,1816.582258,0.001730194,788.5303797,0.000473674,0.053675431,0.009758713
2015/7/13,460.2016,-0.001101736,25.69516129,-0.005408735,81.78935484,0.000518776,1819.722581,0.001727206,788.9037975,0.00047345,0.053675506,0.009752295
2015/7/14,459.6943,-0.001102951,25.55580645,-0.005438148,81.83177419,0.000518507,1822.862903,0.001724228,789.2772152,0.000473225,0.053675581,0.009745815
2015/7/15,459.187,-0.001104169,25.41645161,-0.005467884,81.87419355,0.000518238,1826.003226,0.00172126,789.6506329,0.000473002,0.053675656,0.009739271
2015/7/16,458.6797,-0.001105389,25.27709677,-0.005497946,81.9166129,0.00051797,1829.143548,0.001718302,790.0240506,0.000472778,0.053675731,0.009732662
2015/7/17,458.1724,-0.001106613,25.13774194,-0.00552834,81.95903226,0.000517702,1832.283871,0.001715355,790.3974684,0.000472555,0.053675806,0.009725987
2015/7/20,457.6651,-0.001107839,24.9983871,-0.005559073,82.00145161,0.000517434,1835.424194,0.001712417,790.7708861,0.000472331,0.053675881,0.009719245
2015/7/21,457.1578,-0.001109067,24.85903226,-0.005590149,82.04387097,0.000517166,1838.564516,0.00170949,791.1443038,0.000472108,0.053675956,0.009712435
2015/7/22,456.6505,-0.001110299,24.71967742,-0.005621575,82.08629032,0.000516899,1841.704839,0.001706573,791.5177215,0.000471886,0.053676031,0.009705556
2015/7/23,456.1432,-0.001111533,24.58032258,-0.005653355,82.12870968,0.000516632,1844.845161,0.001703665,791.8911392,0.000471663,0.053676106,0.009698606
2015/7/24,455.6359,-0.00111277,24.44096774,-0.005685498,82.17112903,0.000516365,1847.985484,0.001700768,792.264557,0.000471441,0.053676181,0.009691584
2015/7/27,455.1286,-0.001114009,24.3016129,-0.005718007,82.21354839,0.000516099,1851.125806,0.00169788,792.6379747,0.000471219,0.053676256,0.009684489
2015/7/28,454.6213,-0.001115252,24.16225806,-0.005750891,82.25596774,0.000515832,1854.266129,0.001695002,793.0113924,0.000470997,0.053676331,0.00967732
2015/7/29,454.114,-0.001116497,24.02290323,-0.005784155,82.2983871,0.000515566,1857.406452,0.001692134,793.3848101,0.000470775,0.053676406,0.009670076
2015/7/30,453.6067,-0.001117745,23.88354839,-0.005817806,82.34080645,0.000515301,1860.546774,0.001689275,793.7582278,0.000470553,0.053676481,0.009662754
2015/7/31,453.0994,-0.001118996,23.74419355,-0.005851851,82.38322581,0.000515035,1863.687097,0.001686426,794.1316456,0.000470332,0.053676556,0.009655354
2015/8/3,452.5921,-0.001120249,23.60483871,-0.005886297,82.42564516,0.00051477,1866.827419,0.001683587,794.5050633,0.000470111,0.053676631,0.009647875
2015/8/4,452.0848,-0.001121505,23.46548387,-0.005921151,82.46806452,0.000514505,1869.967742,0.001680758,794.878481,0.00046989,0.053676706,0.009640314
2015/8/5,451.5775,-0.001122765,23.32612903,-0.00595642,82.51048387,0.000514241,1873.108065,0.001677937,795.2518987,0.000469669,0.05367678,0.009632671
2015/8/6,451.0702,-0.001124027,23.18677419,-0.005992112,82.55290323,0.000513977,1876.248387,0.001675127,795.6253165,0.000469449,0.053676855,0.009624943
2015/8/7,450.5629,-0.001125292,23.04741935,-0.006028234,82.59532258,0.000513713,1879.38871,0.001672325,795.9987342,0.000469229,0.05367693,0.009617131
2015/8/10,450.0556,-0.001126559,22.90806452,-0.006064794,82.63774194,0.000513449,1882.529032,0.001669533,796.3721519,0.000469008,0.053677005,0.00960923
2015/8/11,449.5483,-0.00112783,22.76870968,-0.0061018,82.68016129,0.000513185,1885.669355,0.001666751,796.7455696,0.000468789,0.05367708,0.009601241
2015/8/12,449.041,-0.001129103,22.62935484,-0.006139261,82.72258065,0.000512922,1888.809677,0.001663977,797.1189873,0.000468569,0.053677155,0.009593162
2015/8/13,448.5337,-0.00113038,22.49,-0.006177184,82.765,0.000512659,1891.95,0.001661213,797.4924051,0.00046835,0.05367723,0.00958499
2015/8/14,448.0264,-0.001131659,22.35064516,-0.006215579,82.80741935,0.000512396,1895.090323,0.001658458,797.8658228,0.00046813,0.053677305,0.009576725
2015/8/17,447.5191,-0.001132941,22.21129032,-0.006254454,82.84983871,0.000512134,1898.230645,0.001655712,798.2392405,0.000467911,0.05367738,0.009568364
2015/8/18,447.0118,-0.001134226,22.07193548,-0.006293819,82.89225806,0.000511872,1901.370968,0.001652975,798.6126582,0.000467692,0.053677455,0.009559905
2015/8/19,446.5045,-0.001135514,21.93258065,-0.006333682,82.93467742,0.00051161,1904.51129,0.001650247,798.9860759,0.000467474,0.05367753,0.009551347
2015/8/20,445.9972,-0.001136805,21.79322581,-0.006374053,82.97709677,0.000511348,1907.651613,0.001647528,799.3594937,0.000467255,0.053677605,0.009542688
2015/8/21,445.4899,-0.001138098,21.65387097,-0.006414943,83.01951613,0.000511087,1910.791935,0.001644818,799.7329114,0.000467037,0.05367768,0.009533926
2015/8/24,444.9826,-0.001139395,21.51451613,-0.00645636,83.06193548,0.000510826,1913.932258,0.001642118,800.1063291,0.000466819,0.053677755,0.009525058
2015/8/25,444.4753,-0.001140695,21.37516129,-0.006498316,83.10435484,0.000510565,1917.072581,0.001639425,800.4797468,0.000466601,0.05367783,0.009516083
2015/8/26,443.968,-0.001141998,21.23580645,-0.00654082,83.14677419,0.000510305,1920.212903,0.001636742,800.8531646,0.000466384,0.053677905,0.009506999
2015/8/27,443.4607,-0.001143303,21.09645161,-0.006583884,83.18919355,0.000510044,1923.353226,0.001634068,801.2265823,0.000466166,0.05367798,0.009497803
2015/8/28,442.9534,-0.001144612,20.95709677,-0.006627519,83.2316129,0.000509784,1926.493548,0.001631402,801.6,0.000465949,0.053678055,0.009488493
2015/8/31,442.4461,-0.001145924,20.81774194,-0.006671736,83.27403226,0.000509525,1929.633871,0.001628745,801.9734177,0.000465732,0.05367813,0.009479067
2015/9/1,441.9388,-0.001147238,20.6783871,-0.006716548,83.31645161,0.000509265,1932.774194,0.001626096,802.3468354,0.000465515,0.053678205,0.009469523
2015/9/2,441.4315,-0.001148556,20.53903226,-0.006761965,83.35887097,0.000509006,1935.914516,0.001623456,802.7202532,0.000465299,0.05367828,0.009459858
2015/9/7,440.9242,-0.001149877,20.39967742,-0.006808,83.40129032,0.000508747,1939.054839,0.001620825,803.0936709,0.000465082,0.053678354,0.009450069
2015/9/8,440.4169,-0.0011512,20.26032258,-0.006854667,83.44370968,0.000508488,1942.195161,0.001618202,803.4670886,0.000464866,0.053678429,0.009440155
2015/9/9,439.9096,-0.001152527,20.12096774,-0.006901978,83.48612903,0.00050823,1945.335484,0.001615588,803.8405063,0.00046465,0.053678504,0.009430112
2015/9/10,439.4023,-0.001153857,19.9816129,-0.006949947,83.52854839,0.000507972,1948.475806,0.001612982,804.2139241,0.000464434,0.053678579,0.009419937
2015/9/11,438.895,-0.00115519,19.84225806,-0.006998587,83.57096774,0.000507714,1951.616129,0.001610384,804.5873418,0.000464219,0.053678654,0.009409629
2015/9/14,438.3877,-0.001156526,19.70290323,-0.007047912,83.6133871,0.000507456,1954.756452,0.001607795,804.9607595,0.000464003,0.053678729,0.009399184
2015/9/15,437.8804,-0.001157865,19.56354839,-0.007097938,83.65580645,0.000507199,1957.896774,0.001605214,805.3341772,0.000463788,0.053678804,0.009388599
2015/9/16,437.3731,-0.001159207,19.42419355,-0.007148679,83.69822581,0.000506942,1961.037097,0.001602642,805.7075949,0.000463573,0.053678879,0.009377871
2015/9/17,436.8658,-0.001160552,19.28483871,-0.007200151,83.74064516,0.000506685,1964.177419,0.001600077,806.0810127,0.000463358,0.053678954,0.009366998
2015/9/18,436.3585,-0.001161901,19.14548387,-0.007252369,83.78306452,0.000506428,1967.317742,0.001597521,806.4544304,0.000463144,0.053679029,0.009355975
2015/9/21,435.8512,-0.001163253,19.00612903,-0.007305351,83.82548387,0.000506172,1970.458065,0.001594973,806.8278481,0.000462929,0.053679104,0.0093448
2015/9/22,435.3439,-0.001164607,18.86677419,-0.007359112,83.86790323,0.000505916,1973.598387,0.001592433,807.2012658,0.000462715,0.053679179,0.00933347
2015/9/23,434.8366,-0.001165965,18.72741935,-0.00741367,83.91032258,0.00050566,1976.73871,0.001589901,807.5746835,0.000462501,0.053679254,0.00932198
2015/9/24,434.3293,-0.001167326,18.58806452,-0.007469044,83.95274194,0.000505404,1979.879032,0.001587378,807.9481013,0.000462287,0.053679329,0.009310327
2015/9/25,433.822,-0.00116869,18.44870968,-0.00752525,83.99516129,0.000505149,1983.019355,0.001584862,808.321519,0.000462074,0.053679403,0.009298508
2015/9/29,433.3147,-0.001170058,18.30935484,-0.007582309,84.03758065,0.000504894,1986.159677,0.001582354,808.6949367,0.00046186,0.053679478,0.009286519
2015/9/30,432.81,-0.001165421,18.17,-0.00764024,84.08,0.000504639,1989.3,0.001579854,809.0683544,0.000461647,0.053679628,0.009275572
