"","WJ","CITIC","GY","EB","SH","BJ","ID.XY.","CS","NJ","HZ","JS","WX","Merchants","MS","HX","PD","BOC","HS","CRCB","BANKCOMM","JY","NB","PSBC","ICBC","ABC","CCB","PA"
"2017/2/14",825.3112322,57559.86842,3919.372004,41245.18326,17817.26022,21731.21099,62258.72839,1376.063548,11212.1553,7398.082674,17455.51274,1296.146229,59993.30505,59552.09018,23980.69299,58889.17164,188998.5473,8092.433268,8239.445895,87261.01975,1043.3413,9187.873724,84817.74021,248872.6449,203066.2897,216783.6516,30049.80461
"2017/2/15",825.3194313,57558.65523,3919.508416,41245.90729,17817.44286,21731.60449,62259.69844,1376.116385,11212.5525,7398.217007,17456.53324,1296.180752,59993.7002,59552.50135,23980.9829,58889.391,189003.7515,8092.810741,8239.589948,87263.2577,1043.343026,9188.107732,84819.23814,248877.8424,203071.3941,216788.6042,30050.16183
"2017/2/16",825.3276303,57557.44204,3919.644827,41246.63131,17817.6255,21731.99799,62260.66848,1376.169221,11212.9497,7398.351341,17457.55375,1296.215274,59994.09534,59552.91252,23981.27282,58889.61037,189008.9557,8093.188214,8239.734001,87265.49565,1043.344753,9188.34174,84820.73608,248883.0399,203076.4985,216793.5568,30050.51905
"2017/2/17",825.3358294,57556.22886,3919.781239,41247.35533,17817.80814,21732.39149,62261.63853,1376.222058,11213.34689,7398.485674,17458.57426,1296.249797,59994.49049,59553.32369,23981.56273,58889.82973,189014.1599,8093.565686,8239.878055,87267.7336,1043.346479,9188.575748,84822.23401,248888.2374,203081.6029,216798.5094,30050.87626
"2017/2/20",825.3440284,57555.01567,3919.917651,41248.07935,17817.99079,21732.78499,62262.60858,1376.274895,11213.74409,7398.620007,17459.59477,1296.28432,59994.88563,59553.73486,23981.85264,58890.04909,189019.3641,8093.943159,8240.022108,87269.97154,1043.348206,9188.809756,84823.73195,248893.4349,203086.7074,216803.462,30051.23348
"2017/2/21",825.3522275,57553.80248,3920.054062,41248.80337,17818.17343,21733.17849,62263.57863,1376.327732,11214.14129,7398.75434,17460.61527,1296.318842,59995.28078,59554.14603,23982.14255,58890.26846,189024.5683,8094.320632,8240.166161,87272.20949,1043.349932,9189.043764,84825.22988,248898.6325,203091.8118,216808.4146,30051.5907
"2017/2/22",825.3604265,57552.58929,3920.190474,41249.52739,17818.35607,21733.57199,62264.54867,1376.380569,11214.53848,7398.888673,17461.63578,1296.353365,59995.67592,59554.5572,23982.43246,58890.48782,189029.7725,8094.698105,8240.310214,87274.44744,1043.351659,9189.277773,84826.72782,248903.83,203096.9162,216813.3672,30051.94791
"2017/2/23",825.3686256,57551.3761,3920.326886,41250.25142,17818.53871,21733.96549,62265.51872,1376.433406,11214.93568,7399.023006,17462.65629,1296.387888,59996.07107,59554.96838,23982.72238,58890.70718,189034.9767,8095.075578,8240.454267,87276.68539,1043.353385,9189.511781,84828.22575,248909.0275,203102.0206,216818.3198,30052.30513
"2017/2/24",825.3768246,57550.16291,3920.463297,41250.97544,17818.72135,21734.35899,62266.48877,1376.486242,11215.33288,7399.157339,17463.6768,1296.42241,59996.46622,59555.37955,23983.01229,58890.92655,189040.1809,8095.453051,8240.59832,87278.92334,1043.355112,9189.745789,84829.72369,248914.225,203107.1251,216823.2724,30052.66235
"2017/2/27",825.3850237,57548.94972,3920.599709,41251.69946,17818.90399,21734.75249,62267.45882,1376.539079,11215.73007,7399.291672,17464.69731,1296.456933,59996.86136,59555.79072,23983.3022,58891.14591,189045.3851,8095.830524,8240.742373,87281.16129,1043.356838,9189.979797,84831.22162,248919.4225,203112.2295,216828.225,30053.01957
"2017/2/28",825.3932227,57547.73653,3920.736121,41252.42348,17819.08663,21735.14599,62268.42886,1376.591916,11216.12727,7399.426005,17465.71781,1296.491456,59997.25651,59556.20189,23983.59211,58891.36527,189050.5893,8096.207997,8240.886426,87283.39923,1043.358565,9190.213805,84832.71956,248924.62,203117.3339,216833.1776,30053.37678
"2017/3/1",825.4014218,57546.52334,3920.872532,41253.1475,17819.26927,21735.53949,62269.39891,1376.644753,11216.52447,7399.560339,17466.73832,1296.525978,59997.65165,59556.61306,23983.88202,58891.58464,189055.7935,8096.585469,8241.030479,87285.63718,1043.360291,9190.447813,84834.21749,248929.8175,203122.4383,216838.1302,30053.734
"2017/3/2",825.4096209,57545.31016,3921.008944,41253.87152,17819.45191,21735.93299,62270.36896,1376.69759,11216.92167,7399.694672,17467.75883,1296.560501,59998.0468,59557.02423,23984.17194,58891.804,189060.9977,8096.962942,8241.174532,87287.87513,1043.362018,9190.681821,84835.71543,248935.015,203127.5427,216843.0828,30054.09122
"2017/3/3",825.4178199,57544.09697,3921.145355,41254.59555,17819.63455,21736.32649,62271.339,1376.750427,11217.31886,7399.829005,17468.77934,1296.595024,59998.44194,59557.4354,23984.46185,58892.02336,189066.2018,8097.340415,8241.318585,87290.11308,1043.363744,9190.915829,84837.21336,248940.2125,203132.6472,216848.0354,30054.44844
"2017/3/6",825.426019,57542.88378,3921.281767,41255.31957,17819.81719,21736.71999,62272.30905,1376.803263,11217.71606,7399.963338,17469.79984,1296.629546,59998.83709,59557.84657,23984.75176,58892.24273,189071.406,8097.717888,8241.462638,87292.35103,1043.365471,9191.149838,84838.7113,248945.41,203137.7516,216852.988,30054.80565
"2017/3/7",825.434218,57541.67059,3921.418179,41256.04359,17819.99983,21737.11349,62273.2791,1376.8561,11218.11326,7400.097671,17470.82035,1296.664069,59999.23223,59558.25775,23985.04167,58892.46209,189076.6102,8098.095361,8241.606691,87294.58898,1043.367197,9191.383846,84840.20923,248950.6075,203142.856,216857.9406,30055.16287
"2017/3/8",825.4424171,57540.4574,3921.55459,41256.76761,17820.18247,21737.50699,62274.24915,1376.908937,11218.51045,7400.232004,17471.84086,1296.698592,59999.62738,59558.66892,23985.33158,58892.68146,189081.8144,8098.472834,8241.750745,87296.82693,1043.368923,9191.617854,84841.70717,248955.805,203147.9604,216862.8932,30055.52009
"2017/3/9",825.4506161,57539.24421,3921.691002,41257.49163,17820.36511,21737.90049,62275.21919,1376.961774,11218.90765,7400.366337,17472.86137,1296.733114,60000.02253,59559.08009,23985.6215,58892.90082,189087.0186,8098.850307,8241.894798,87299.06487,1043.37065,9191.851862,84843.2051,248961.0025,203153.0648,216867.8458,30055.87731
"2017/3/10",825.4588152,57538.03102,3921.827414,41258.21565,17820.54775,21738.29399,62276.18924,1377.014611,11219.30485,7400.50067,17473.88188,1296.767637,60000.41767,59559.49126,23985.91141,58893.12018,189092.2228,8099.22778,8242.038851,87301.30282,1043.372376,9192.08587,84844.70304,248966.2,203158.1693,216872.7984,30056.23452
"2017/3/13",825.4670142,57536.81783,3921.963825,41258.93968,17820.73039,21738.68749,62277.15929,1377.067448,11219.70204,7400.635003,17474.90238,1296.80216,60000.81282,59559.90243,23986.20132,58893.33955,189097.427,8099.605253,8242.182904,87303.54077,1043.374103,9192.319878,84846.20097,248971.3975,203163.2737,216877.751,30056.59174
"2017/3/14",825.4752133,57535.60464,3922.100237,41259.6637,17820.91303,21739.081,62278.12934,1377.120284,11220.09924,7400.769336,17475.92289,1296.836682,60001.20796,59560.3136,23986.49123,58893.55891,189102.6312,8099.982725,8242.326957,87305.77872,1043.375829,9192.553886,84847.69891,248976.595,203168.3781,216882.7036,30056.94896
"2017/3/15",825.4834123,57534.39146,3922.236649,41260.38772,17821.09567,21739.4745,62279.09938,1377.173121,11220.49644,7400.90367,17476.9434,1296.871205,60001.60311,59560.72477,23986.78114,58893.77827,189107.8354,8100.360198,8242.47101,87308.01667,1043.377556,9192.787894,84849.19684,248981.7925,203173.4825,216887.6562,30057.30617
"2017/3/16",825.4916114,57533.17827,3922.37306,41261.11174,17821.27831,21739.868,62280.06943,1377.225958,11220.89364,7401.038003,17477.96391,1296.905728,60001.99825,59561.13594,23987.07106,58893.99764,189113.0396,8100.737671,8242.615063,87310.25462,1043.379282,9193.021903,84850.69478,248986.99,203178.5869,216892.6088,30057.66339
"2017/3/17",825.4998104,57531.96508,3922.509472,41261.83576,17821.46095,21740.2615,62281.03948,1377.278795,11221.29083,7401.172336,17478.98441,1296.940251,60002.3934,59561.54712,23987.36097,58894.217,189118.2438,8101.115144,8242.759116,87312.49257,1043.381009,9193.255911,84852.19271,248992.1875,203183.6914,216897.5614,30058.02061
"2017/3/20",825.5080095,57530.75189,3922.645884,41262.55978,17821.6436,21740.655,62282.00953,1377.331632,11221.68803,7401.306669,17480.00492,1296.974773,60002.78854,59561.95829,23987.65088,58894.43636,189123.448,8101.492617,8242.903169,87314.73051,1043.382735,9193.489919,84853.69065,248997.385,203188.7958,216902.514,30058.37783
"2017/3/21",825.5162085,57529.5387,3922.782295,41263.28381,17821.82624,21741.0485,62282.97957,1377.384469,11222.08523,7401.441002,17481.02543,1297.009296,60003.18369,59562.36946,23987.94079,58894.65573,189128.6522,8101.87009,8243.047222,87316.96846,1043.384462,9193.723927,84855.18858,249002.5825,203193.9002,216907.4666,30058.73504
"2017/3/22",825.5244076,57528.32551,3922.918707,41264.00783,17822.00888,21741.442,62283.94962,1377.437305,11222.48242,7401.575335,17482.04594,1297.043819,60003.57884,59562.78063,23988.2307,58894.87509,189133.8564,8102.247563,8243.191275,87319.20641,1043.386188,9193.957935,84856.68652,249007.78,203199.0046,216912.4192,30059.09226
"2017/3/23",825.5326066,57527.11232,3923.055118,41264.73185,17822.19152,21741.8355,62284.91967,1377.490142,11222.87962,7401.709668,17483.06645,1297.078341,60003.97398,59563.1918,23988.52062,58895.09445,189139.0606,8102.625036,8243.335328,87321.44436,1043.387915,9194.191943,84858.18445,249012.9775,203204.1091,216917.3718,30059.44948
"2017/3/24",825.5408057,57525.89913,3923.19153,41265.45587,17822.37416,21742.229,62285.88972,1377.542979,11223.27682,7401.844001,17484.08695,1297.112864,60004.36913,59563.60297,23988.81053,58895.31382,189144.2648,8103.002508,8243.479382,87323.68231,1043.389641,9194.425951,84859.68239,249018.175,203209.2135,216922.3244,30059.8067
"2017/3/27",825.5490047,57524.68594,3923.327942,41266.17989,17822.5568,21742.6225,62286.85976,1377.595816,11223.67401,7401.978334,17485.10746,1297.147387,60004.76427,59564.01414,23989.10044,58895.53318,189149.469,8103.379981,8243.623435,87325.92026,1043.391368,9194.659959,84861.18032,249023.3725,203214.3179,216927.277,30060.16391
"2017/3/28",825.5572038,57523.47276,3923.464353,41266.90391,17822.73944,21743.016,62287.82981,1377.648653,11224.07121,7402.112668,17486.12797,1297.181909,60005.15942,59564.42531,23989.39035,58895.75255,189154.6732,8103.757454,8243.767488,87328.15821,1043.393094,9194.893968,84862.67826,249028.57,203219.4223,216932.2296,30060.52113
"2017/3/29",825.5654028,57522.25957,3923.600765,41267.62794,17822.92208,21743.4095,62288.79986,1377.70149,11224.46841,7402.247001,17487.14848,1297.216432,60005.55456,59564.83649,23989.68026,58895.97191,189159.8774,8104.134927,8243.911541,87330.39615,1043.394821,9195.127976,84864.17619,249033.7675,203224.5267,216937.1822,30060.87835
"2017/3/30",825.5736019,57521.04638,3923.737177,41268.35196,17823.10472,21743.803,62289.76991,1377.754326,11224.86561,7402.381334,17488.16898,1297.250955,60005.94971,59565.24766,23989.97018,58896.19127,189165.0816,8104.5124,8244.055594,87332.6341,1043.396547,9195.361984,84865.67413,249038.965,203229.6312,216942.1348,30061.23557
"2017/3/31",825.59,57518.62,3924.01,41269.8,17823.47,21744.59,62291.71,1377.86,11225.66,7402.65,17490.21,1297.32,60006.74,59566.07,23990.55,58896.63,189175.49,8104.889873,8244.3437,87337.11,1043.4,9195.83,84868.67,249049.36,203239.84,216952.04,30061.95
"2017/4/5",845.8578292,56549.5578,4133.813325,40370.17798,17140.51637,22367.62596,63788.80452,1403.866369,11324.66907,7535.714798,17279.8386,1260.587568,61922.95012,57742.46605,24222.04616,59144.38857,194070.8784,8105.267346,8542.747575,89235.13203,1046.991402,9378.250091,85417.09531,254914.1284,205643.1135,216921.8356,30889.48402
"2017/4/6",845.8715515,56548.90169,4133.955372,40369.56889,17140.05398,22368.04778,63789.81812,1403.883977,11324.7361,7535.804889,17279.69617,1260.562699,61924.24748,57741.23138,24222.20289,59144.55631,194074.1929,8105.644819,8542.949609,89236.41708,1046.993833,9378.373598,85417.46662,254918.0991,205644.7406,216921.8152,30890.0443
"2017/4/7",845.8852738,56548.24559,4134.097419,40368.9598,17139.59158,22368.46961,63790.83173,1403.901584,11324.80314,7535.89498,17279.55374,1260.537829,61925.54485,57739.99671,24222.35963,59144.72405,194077.5073,8106.022292,8543.151643,89237.70213,1046.996265,9378.497106,85417.83793,254922.0698,205646.3678,216921.7947,30890.60458
"2017/4/10",845.8989961,56547.58949,4134.239465,40368.35072,17139.12919,22368.89143,63791.84533,1403.919192,11324.87017,7535.985072,17279.4113,1260.51296,61926.84222,57738.76205,24222.51636,59144.8918,194080.8217,8106.399764,8543.353677,89238.98718,1046.998696,9378.620613,85418.20924,254926.0406,205647.9949,216921.7743,30891.16486
"2017/4/11",845.9127184,56546.93339,4134.381512,40367.74163,17138.6668,22369.31326,63792.85894,1403.936799,11324.9372,7536.075163,17279.26887,1260.48809,61928.13958,57737.52738,24222.6731,59145.05954,194084.1361,8106.777237,8543.55571,89240.27224,1047.001128,9378.74412,85418.58055,254930.0113,205649.622,216921.7538,30891.72514
"2017/4/12",845.9264407,56546.27729,4134.523559,40367.13254,17138.20441,22369.73508,63793.87254,1403.954407,11325.00424,7536.165254,17279.12644,1260.46322,61929.43695,57736.29271,24222.82983,59145.22729,194087.4505,8107.15471,8543.757744,89241.55729,1047.003559,9378.867627,85418.95186,254933.982,205651.2492,216921.7334,30892.28542
"2017/4/13",845.940163,56545.62119,4134.665606,40366.52346,17137.74201,22370.15691,63794.88615,1403.972014,11325.07127,7536.255346,17278.98401,1260.438351,61930.73432,57735.05804,24222.98656,59145.39503,194090.7649,8107.532183,8543.959778,89242.84234,1047.005991,9378.991134,85419.32317,254937.9528,205652.8763,216921.7129,30892.8457
"2017/4/18",845.9538853,56544.96508,4134.807653,40365.91437,17137.27962,22370.57874,63795.89975,1403.989622,11325.13831,7536.345437,17278.84158,1260.413481,61932.03168,57733.82338,24223.1433,59145.56278,194094.0793,8107.909656,8544.161812,89244.12739,1047.008422,9379.114641,85419.69449,254941.9235,205654.5034,216921.6925,30893.40598
"2017/4/19",845.9676076,56544.30898,4134.9497,40365.30528,17136.81723,22371.00056,63796.91336,1404.007229,11325.20534,7536.435528,17278.69915,1260.388611,61933.32905,57732.58871,24223.30003,59145.73052,194097.3937,8108.287129,8544.363845,89245.41244,1047.010854,9379.238149,85420.0658,254945.8942,205656.1305,216921.672,30893.96626
"2017/4/20",845.9813299,56543.65288,4135.091747,40364.69619,17136.35484,22371.42239,63797.92696,1404.024837,11325.27237,7536.525619,17278.55671,1260.363742,61934.62641,57731.35404,24223.45677,59145.89827,194100.7082,8108.664602,8544.565879,89246.6975,1047.013286,9379.361656,85420.43711,254949.865,205657.7577,216921.6516,30894.52654
"2017/4/21",845.9950522,56542.99678,4135.233794,40364.08711,17135.89244,22371.84421,63798.94057,1404.042445,11325.33941,7536.615711,17278.41428,1260.338872,61935.92378,57730.11937,24223.6135,59146.06601,194104.0226,8109.042075,8544.767913,89247.98255,1047.015717,9379.485163,85420.80842,254953.8357,205659.3848,216921.6311,30895.08683
"2017/4/24",846.0087744,56542.34068,4135.375841,40363.47802,17135.43005,22372.26604,63799.95417,1404.060052,11325.40644,7536.705802,17278.27185,1260.314003,61937.22115,57728.88471,24223.77023,59146.23375,194107.337,8109.419547,8544.969947,89249.2676,1047.018149,9379.60867,85421.17973,254957.8064,205661.0119,216921.6107,30895.64711
"2017/4/25",846.0224967,56541.68458,4135.517888,40362.86893,17134.96766,22372.68786,63800.96778,1404.07766,11325.47347,7536.795893,17278.12942,1260.289133,61938.51851,57727.65004,24223.92697,59146.4015,194110.6514,8109.79702,8545.17198,89250.55265,1047.02058,9379.732177,85421.55104,254961.7771,205662.6391,216921.5902,30896.20739
"2017/4/26",846.036219,56541.02847,4135.659935,40362.25984,17134.50527,22373.10969,63801.98138,1404.095267,11325.54051,7536.885984,17277.98699,1260.264263,61939.81588,57726.41537,24224.0837,59146.56924,194113.9658,8110.174493,8545.374014,89251.83771,1047.023012,9379.855684,85421.92235,254965.7479,205664.2662,216921.5698,30896.76767
"2017/4/27",846.0499413,56540.37237,4135.801982,40361.65076,17134.04287,22373.53151,63802.99499,1404.112875,11325.60754,7536.976076,17277.84456,1260.239394,61941.11325,57725.1807,24224.24044,59146.73699,194117.2802,8110.551966,8545.576048,89253.12276,1047.025443,9379.979192,85422.29366,254969.7186,205665.8933,216921.5493,30897.32795
"2017/4/28",846.0636636,56539.71627,4135.944029,40361.04167,17133.58048,22373.95334,63804.00859,1404.130482,11325.67458,7537.066167,17277.70213,1260.214524,61942.41061,57723.94604,24224.39717,59146.90473,194120.5946,8110.929439,8545.778082,89254.40781,1047.027875,9380.102699,85422.66497,254973.6893,205667.5205,216921.5289,30897.88823
"2017/5/2",846.0773859,56539.06017,4136.086076,40360.43258,17133.11809,22374.37516,63805.0222,1404.14809,11325.74161,7537.156258,17277.55969,1260.189654,61943.70798,57722.71137,24224.5539,59147.07248,194123.9091,8111.306912,8545.980116,89255.69286,1047.030306,9380.226206,85423.03628,254977.6601,205669.1476,216921.5084,30898.44851
"2017/5/4",846.0911082,56538.40407,4136.228123,40359.82349,17132.6557,22374.79699,63806.0358,1404.165698,11325.80864,7537.246349,17277.41726,1260.164785,61945.00535,57721.4767,24224.71064,59147.24022,194127.2235,8111.684385,8546.182149,89256.97791,1047.032738,9380.349713,85423.40759,254981.6308,205670.7747,216921.488,30899.00879
"2017/5/5",846.1048305,56537.74797,4136.370169,40359.21441,17132.19331,22375.21881,63807.04941,1404.183305,11325.87568,7537.336441,17277.27483,1260.139915,61946.30271,57720.24203,24224.86737,59147.40797,194130.5379,8112.061858,8546.384183,89258.26297,1047.035169,9380.47322,85423.7789,254985.6015,205672.4019,216921.4675,30899.56907
"2017/5/8",846.1185528,56537.09186,4136.512216,40358.60532,17131.73091,22375.64064,63808.06301,1404.200913,11325.94271,7537.426532,17277.1324,1260.115046,61947.60008,57719.00737,24225.02411,59147.57571,194133.8523,8112.439331,8546.586217,89259.54802,1047.037601,9380.596728,85424.15021,254989.5723,205674.029,216921.4471,30900.12935
"2017/5/9",846.1322751,56536.43576,4136.654263,40357.99623,17131.26852,22376.06246,63809.07662,1404.21852,11326.00975,7537.516623,17276.98997,1260.090176,61948.89744,57717.7727,24225.18084,59147.74346,194137.1667,8112.816803,8546.788251,89260.83307,1047.040033,9380.720235,85424.52152,254993.543,205675.6561,216921.4266,30900.68963
"2017/5/10",846.1459974,56535.77966,4136.79631,40357.38714,17130.80613,22376.48429,63810.09022,1404.236128,11326.07678,7537.606714,17276.84754,1260.065306,61950.19481,57716.53803,24225.33757,59147.9112,194140.4811,8113.194276,8546.990284,89262.11812,1047.042464,9380.843742,85424.89283,254997.5137,205677.2833,216921.4062,30901.24991
"2017/5/11",846.1597197,56535.12356,4136.938357,40356.77806,17130.34374,22376.90611,63811.10383,1404.253735,11326.14381,7537.696806,17276.7051,1260.040437,61951.49218,57715.30336,24225.49431,59148.07894,194143.7955,8113.571749,8547.192318,89263.40317,1047.044896,9380.967249,85425.26414,255001.4844,205678.9104,216921.3857,30901.81019
"2017/5/12",846.173442,56534.46746,4137.080404,40356.16897,17129.88134,22377.32794,63812.11743,1404.271343,11326.21085,7537.786897,17276.56267,1260.015567,61952.78954,57714.0687,24225.65104,59148.24669,194147.1099,8113.949222,8547.394352,89264.68823,1047.047327,9381.090756,85425.63545,255005.4552,205680.5375,216921.3653,30902.37047
"2017/5/15",846.1871643,56533.81136,4137.222451,40355.55988,17129.41895,22377.74977,63813.13104,1404.28895,11326.27788,7537.876988,17276.42024,1259.990698,61954.08691,57712.83403,24225.80778,59148.41443,194150.4244,8114.326695,8547.596386,89265.97328,1047.049759,9381.214263,85426.00676,255009.4259,205682.1647,216921.3448,30902.93075
"2017/5/16",846.2008866,56533.15525,4137.364498,40354.9508,17128.95656,22378.17159,63814.14464,1404.306558,11326.34492,7537.96708,17276.27781,1259.965828,61955.38428,57711.59936,24225.96451,59148.58218,194153.7388,8114.704168,8547.798419,89267.25833,1047.05219,9381.337771,85426.37807,255013.3966,205683.7918,216921.3244,30903.49103
"2017/5/17",846.2146089,56532.49915,4137.506545,40354.34171,17128.49417,22378.59342,63815.15825,1404.324166,11326.41195,7538.057171,17276.13538,1259.940958,61956.68164,57710.36469,24226.12125,59148.74992,194157.0532,8115.081641,8548.000453,89268.54338,1047.054622,9381.461278,85426.74938,255017.3674,205685.4189,216921.3039,30904.05131
"2017/5/18",846.2283312,56531.84305,4137.648592,40353.73262,17128.03177,22379.01524,63816.17185,1404.341773,11326.47898,7538.147262,17275.99295,1259.916089,61957.97901,57709.13003,24226.27798,59148.91767,194160.3676,8115.459114,8548.202487,89269.82844,1047.057053,9381.584785,85427.12069,255021.3381,205687.046,216921.2835,30904.61159
"2017/5/19",846.2420535,56531.18695,4137.790639,40353.12353,17127.56938,22379.43707,63817.18546,1404.359381,11326.54602,7538.237353,17275.85051,1259.891219,61959.27638,57707.89536,24226.43471,59149.08541,194163.682,8115.836586,8548.404521,89271.11349,1047.059485,9381.708292,85427.492,255025.3088,205688.6732,216921.263,30905.17187
"2017/5/22",846.2557757,56530.53085,4137.932686,40352.51445,17127.10699,22379.85889,63818.19906,1404.376988,11326.61305,7538.327445,17275.70808,1259.866349,61960.57374,57706.66069,24226.59145,59149.25316,194166.9964,8116.214059,8548.606554,89272.39854,1047.061917,9381.831799,85427.86331,255029.2796,205690.3003,216921.2426,30905.73215
"2017/5/23",846.269498,56529.87475,4138.074733,40351.90536,17126.6446,22380.28072,63819.21267,1404.394596,11326.68008,7538.417536,17275.56565,1259.84148,61961.87111,57705.42602,24226.74818,59149.4209,194170.3108,8116.591532,8548.808588,89273.68359,1047.064348,9381.955306,85428.23462,255033.2503,205691.9274,216921.2221,30906.29243
"2017/5/24",846.2832203,56529.21864,4138.21678,40351.29627,17126.1822,22380.70254,63820.22627,1404.412203,11326.74712,7538.507627,17275.42322,1259.81661,61963.16847,57704.19136,24226.90492,59149.58864,194173.6253,8116.969005,8549.010622,89274.96864,1047.06678,9382.078814,85428.60593,255037.221,205693.5546,216921.2017,30906.85271
"2017/5/25",846.2969426,56528.56254,4138.358827,40350.68718,17125.71981,22381.12437,63821.23988,1404.429811,11326.81415,7538.597718,17275.28079,1259.791741,61964.46584,57702.95669,24227.06165,59149.75639,194176.9397,8117.346478,8549.212656,89276.2537,1047.069211,9382.202321,85428.97724,255041.1917,205695.1817,216921.1812,30907.41299
"2017/5/26",846.3106649,56527.90644,4138.500874,40350.0781,17125.25742,22381.54619,63822.25348,1404.447419,11326.88119,7538.68781,17275.13836,1259.766871,61965.76321,57701.72202,24227.21838,59149.92413,194180.2541,8117.723951,8549.41469,89277.53875,1047.071643,9382.325828,85429.34855,255045.1625,205696.8088,216921.1608,30907.97327
"2017/5/31",846.3243872,56527.25034,4138.64292,40349.46901,17124.79503,22381.96802,63823.26709,1404.465026,11326.94822,7538.777901,17274.99593,1259.742001,61967.06057,57700.48735,24227.37512,59150.09188,194183.5685,8118.101424,8549.616723,89278.8238,1047.074074,9382.449335,85429.71986,255049.1332,205698.436,216921.1403,30908.53355
"2017/6/1",846.3381095,56526.59424,4138.784967,40348.85992,17124.33263,22382.38984,63824.28069,1404.482634,11327.01525,7538.867992,17274.85349,1259.717132,61968.35794,57699.25269,24227.53185,59150.25962,194186.8829,8118.478897,8549.818757,89280.10885,1047.076506,9382.572842,85430.09117,255053.1039,205700.0631,216921.1199,30909.09383
"2017/6/2",846.3518318,56525.93814,4138.927014,40348.25083,17123.87024,22382.81167,63825.2943,1404.500241,11327.08229,7538.958083,17274.71106,1259.692262,61969.65531,57698.01802,24227.68859,59150.42737,194190.1973,8118.856369,8550.020791,89281.3939,1047.078937,9382.696349,85430.46248,255057.0747,205701.6902,216921.0994,30909.65411
"2017/6/5",846.3655541,56525.28203,4139.069061,40347.64175,17123.40785,22383.23349,63826.3079,1404.517849,11327.14932,7539.048175,17274.56863,1259.667392,61970.95267,57696.78335,24227.84532,59150.59511,194193.5117,8119.233842,8550.222825,89282.67896,1047.081369,9382.819857,85430.83379,255061.0454,205703.3174,216921.079,30910.21439
"2017/6/6",846.3792764,56524.62593,4139.211108,40347.03266,17122.94546,22383.65532,63827.32151,1404.535456,11327.21636,7539.138266,17274.4262,1259.642523,61972.25004,57695.54868,24228.00205,59150.76286,194196.8261,8119.611315,8550.424858,89283.96401,1047.083801,9382.943364,85431.2051,255065.0161,205704.9445,216921.0585,30910.77467
"2017/6/7",846.3929987,56523.96983,4139.353155,40346.42357,17122.48306,22384.07714,63828.33511,1404.553064,11327.28339,7539.228357,17274.28377,1259.617653,61973.54741,57694.31402,24228.15879,59150.9306,194200.1406,8119.988788,8550.626892,89285.24906,1047.086232,9383.066871,85431.57641,255068.9869,205706.5716,216921.0381,30911.33495
"2017/6/8",846.406721,56523.31373,4139.495202,40345.81449,17122.02067,22384.49897,63829.34872,1404.570671,11327.35042,7539.318449,17274.14134,1259.592784,61974.84477,57693.07935,24228.31552,59151.09834,194203.455,8120.366261,8550.828926,89286.53411,1047.088664,9383.190378,85431.94772,255072.9576,205708.1988,216921.0176,30911.89523
"2017/6/9",846.4204433,56522.65763,4139.637249,40345.2054,17121.55828,22384.9208,63830.36232,1404.588279,11327.41746,7539.40854,17273.9989,1259.567914,61976.14214,57691.84468,24228.47226,59151.26609,194206.7694,8120.743734,8551.03096,89287.81917,1047.091095,9383.313885,85432.31904,255076.9283,205709.8259,216920.9972,30912.45551
"2017/6/12",846.4341656,56522.00153,4139.779296,40344.59631,17121.09589,22385.34262,63831.37593,1404.605887,11327.48449,7539.498631,17273.85647,1259.543044,61977.4395,57690.61001,24228.62899,59151.43383,194210.0838,8121.121207,8551.232993,89289.10422,1047.093527,9383.437392,85432.69035,255080.899,205711.453,216920.9767,30913.0158
"2017/6/13",846.4478879,56521.34542,4139.921343,40343.98722,17120.63349,22385.76445,63832.38953,1404.623494,11327.55153,7539.588722,17273.71404,1259.518175,61978.73687,57689.37535,24228.78572,59151.60158,194213.3982,8121.49868,8551.435027,89290.38927,1047.095958,9383.5609,85433.06166,255084.8698,205713.0802,216920.9563,30913.57608
"2017/6/14",846.4616102,56520.68932,4140.06339,40343.37814,17120.1711,22386.18627,63833.40314,1404.641102,11327.61856,7539.678814,17273.57161,1259.493305,61980.03424,57688.14068,24228.94246,59151.76932,194216.7126,8121.876153,8551.637061,89291.67432,1047.09839,9383.684407,85433.43297,255088.8405,205714.7073,216920.9358,30914.13636
"2017/6/15",846.4753325,56520.03322,4140.205437,40342.76905,17119.70871,22386.6081,63834.41674,1404.658709,11327.68559,7539.768905,17273.42918,1259.468435,61981.3316,57686.90601,24229.09919,59151.93707,194220.027,8122.253625,8551.839095,89292.95937,1047.100821,9383.807914,85433.80428,255092.8112,205716.3344,216920.9154,30914.69664
"2017/6/16",846.4890548,56519.37712,4140.347484,40342.15996,17119.24632,22387.02992,63835.43035,1404.676317,11327.75263,7539.858996,17273.28675,1259.443566,61982.62897,57685.67134,24229.25593,59152.10481,194223.3415,8122.631098,8552.041129,89294.24443,1047.103253,9383.931421,85434.17559,255096.782,205717.9616,216920.8949,30915.25692
"2017/6/19",846.5027771,56518.72102,4140.489531,40341.55087,17118.78392,22387.45175,63836.44395,1404.693924,11327.81966,7539.949087,17273.14432,1259.418696,61983.92634,57684.43668,24229.41266,59152.27256,194226.6559,8123.008571,8552.243162,89295.52948,1047.105684,9384.054928,85434.5469,255100.7527,205719.5887,216920.8745,30915.8172
